loan_id,applicant_age,marriage,education,job_tenure_months,monthly_income_cny,company_age_years,industry_l1,scale,region,current_ratio,debt_ratio,roe,revenue_yoy,net_margin,loan_amount_wan,term_months,rate_pct,collateral_type,purpose,credit_score,past_overdue_count_1y,current_overdue_count,guarantee_times_1y,query_times_3m,bank_balance_stddev_3m,large_debit_count_1m,cross_province_count_1m,days_past_due
L006916,50,已婚,本科,29,12858,4.4,批发零售,中型,华东,0.86,0.82,-5.03,-29.48,-3.10,957.92,3,14.04,抵押,技术改造,536,3,0,1,10,0.41,14,9,85
L006917,40,丧偶,高中及以下,30,19879,25.0,信息技术,中型,华东,2.33,0.46,23.93,29.10,24.46,977.15,3,4.95,保证,经营周转,785,0,0,1,2,0.13,0,0,0
L006918,50,已婚,本科,63,36251,,,,华南,,,,,,87.17,36,6.02,保证,流动资金,850,0,0,0,2,0.08,0,2,0
L006919,63,丧偶,本科,77,24445,1.5,金融业,中型,华东,2.15,0.24,15.65,28.37,13.39,453.43,60,4.96,信用,经营周转,885,0,0,0,0,0.12,2,0,0
L006920,63,离异,本科,10,62483,5.7,信息技术,小型,华南,2.66,0.38,13.39,9.82,17.48,1890.50,24,5.70,信用,技术改造,758,0,0,0,1,0.13,1,0,0
L006921,53,已婚,大专,65,40778,16.8,批发零售,小型,华南,2.28,0.30,11.11,21.71,10.21,1718.46,36,6.65,信用,技术改造,764,0,0,0,2,0.06,2,1,0
L006922,56,已婚,大专,175,20348,2.8,住宿餐饮,小型,华北,1.41,0.45,8.91,9.27,0.68,411.94,12,8.36,抵押,原材料采购,717,1,0,2,8,0.37,6,4,1
L006923,53,已婚,本科,100,12706,,,,华北,,,,,,269.95,12,15.86,抵押,装修,590,1,0,6,7,0.36,7,4,52
L006924,53,已婚,高中及以下,7,45568,,,,华东,,,,,,139.29,12,3.69,抵押,消费,721,0,0,1,0,0.10,0,1,0
L006925,61,已婚,高中及以下,118,42180,,,,西北,,,,,,61.53,36,5.41,抵押,流动资金,833,0,0,1,6,0.10,3,0,0
L006926,57,已婚,高中及以下,71,29247,,,,华东,,,,,,182.65,36,5.43,保证,流动资金,745,0,0,0,1,0.06,1,0,0
L006927,30,已婚,大专,144,41660,15.9,制造业,中型,东北,1.55,0.53,21.91,6.84,18.91,826.04,24,5.12,保证,经营周转,787,0,0,0,0,0.13,3,0,0
L006928,27,已婚,高中及以下,144,7726,19.0,科学研究,小型,华北,0.64,1.35,-41.67,-27.16,-0.04,1398.05,12,16.71,保证,设备购置,383,3,3,2,29,1.08,18,20,207
L006929,41,离异,高中及以下,0,7157,,,,西北,,,,,,172.92,9,10.06,保证,经营周转,569,4,2,2,17,0.63,4,6,81
L006930,38,未婚,大专,86,7928,,,,华北,,,,,,291.39,24,11.58,抵押,装修,505,2,2,4,11,0.45,14,12,33
L006931,22,离异,大专,62,76870,9.8,房地产,小型,西南,3.17,0.38,8.94,13.33,24.57,1886.75,18,4.22,信用,设备购置,766,0,0,0,3,0.11,1,0,0
L006932,48,已婚,本科,101,11103,10.0,建筑业,中型,华南,0.62,0.82,-13.95,-25.38,-8.45,380.44,36,13.00,抵押,应收账款融资,608,1,0,1,18,0.40,6,9,87
L006933,37,未婚,硕士,96,51031,,,,华北,,,,,,123.02,36,6.53,保证,装修,843,0,0,0,3,0.06,3,0,0
L006934,51,已婚,大专,83,13662,,,,华东,,,,,,167.33,12,7.81,保证,经营周转,609,0,0,1,11,0.36,2,2,9
L006935,38,已婚,本科,102,27713,22.2,房地产,中型,华北,3.32,0.21,20.90,28.94,15.81,1347.36,36,4.12,抵押,技术改造,735,0,0,0,1,0.15,1,0,0
L006936,44,已婚,大专,57,27534,20.4,批发零售,小型,华中,2.28,0.23,14.88,17.66,18.08,508.80,12,5.12,抵押,设备购置,722,0,0,0,1,0.11,2,0,0
L006937,58,已婚,本科,25,24081,,,,东北,,,,,,89.01,30,5.19,抵押,消费,703,0,0,1,2,0.08,2,0,0
L006938,35,离异,硕士,4,29599,,,,西南,,,,,,174.03,24,8.33,抵押,经营周转,630,1,0,2,6,0.37,5,0,19
L006939,29,已婚,高中及以下,97,72973,,,,西南,,,,,,111.50,36,6.34,信用,流动资金,714,0,0,0,6,0.13,1,0,0
L006940,63,离异,高中及以下,0,60198,,,,华北,,,,,,141.03,12,5.98,抵押,消费,872,0,0,0,3,0.10,0,1,0
L006941,42,未婚,高中及以下,161,76571,,,,华中,,,,,,96.68,24,5.43,信用,消费,818,0,0,1,0,0.11,1,0,0
L006942,59,未婚,高中及以下,90,20001,23.1,建筑业,小型,华北,1.56,0.50,10.97,11.70,4.93,174.59,48,6.64,保证,经营周转,660,2,0,2,12,0.15,5,2,13
L006943,38,未婚,本科,75,60540,15.5,金融业,小型,东北,3.50,0.43,20.77,29.61,19.98,1008.23,36,4.31,保证,流动资金,779,0,0,1,1,0.17,3,1,0
L006944,36,未婚,本科,46,22969,,,,华东,,,,,,196.15,12,4.50,抵押,流动资金,789,0,0,1,4,0.09,1,0,0
L006945,48,已婚,高中及以下,97,8741,,,,西南,,,,,,33.50,3,17.52,信用,流动资金,560,2,2,6,10,0.38,10,8,52
L006946,59,已婚,大专,147,8039,,,,华北,,,,,,116.49,36,10.21,保证,流动资金,571,2,2,4,14,0.36,13,10,52
L006947,27,已婚,本科,37,35423,,,,华北,,,,,,111.02,12,4.76,抵押,流动资金,815,0,0,0,0,0.09,3,1,2
L006948,41,未婚,本科,126,13232,20.8,房地产,小型,西北,1.06,0.56,6.38,-2.52,2.99,117.14,30,6.95,保证,技术改造,715,1,0,2,9,0.23,1,1,45
L006949,51,已婚,硕士,49,13073,6.5,交通运输,小型,东北,0.37,1.00,-35.59,-51.55,-9.41,1132.15,60,19.00,信用,流动资金,437,9,1,5,24,0.70,13,14,230
L006950,61,离异,高中及以下,21,6840,,,,西南,,,,,,32.94,48,11.11,抵押,消费,691,2,0,2,6,0.21,5,3,12
L006951,46,已婚,高中及以下,44,13903,,,,华北,,,,,,96.72,3,5.61,信用,流动资金,795,0,0,1,3,0.10,0,2,0
L006952,56,未婚,高中及以下,102,26552,8.5,建筑业,小型,华北,1.57,0.50,1.58,14.11,7.43,146.64,12,11.97,保证,设备购置,611,1,1,0,12,0.22,6,5,21
L006953,45,丧偶,高中及以下,51,48618,,,,华中,,,,,,41.33,24,7.49,保证,经营周转,738,0,0,1,6,0.10,3,2,0
L006954,62,已婚,大专,30,18614,1.2,科学研究,中型,华中,0.63,0.72,-9.09,-13.00,-3.50,557.03,30,12.46,抵押,技术改造,593,6,0,3,12,0.65,4,8,63
L006955,64,未婚,本科,80,8617,,,,东北,,,,,,55.26,9,16.70,保证,流动资金,533,1,1,5,14,0.62,4,9,47
L006956,46,已婚,高中及以下,123,22169,,,,华东,,,,,,65.25,24,3.88,抵押,经营周转,900,0,0,0,4,0.16,2,1,7
L006957,36,未婚,大专,47,4495,,,,华南,,,,,,130.80,6,22.24,抵押,消费,506,9,1,3,24,1.16,10,6,157
L006958,39,未婚,大专,58,10219,,,,华中,,,,,,52.33,36,12.91,抵押,流动资金,550,2,0,2,9,0.45,12,6,42
L006959,63,已婚,高中及以下,29,74522,,,,西南,,,,,,170.10,60,5.52,抵押,经营周转,868,0,0,1,3,0.17,2,1,0
L006960,54,丧偶,本科,29,7925,28.3,批发零售,中型,华南,0.91,0.99,-3.19,-7.33,-0.73,979.86,18,11.52,保证,技术改造,546,1,0,4,8,0.37,9,2,33
L006961,36,已婚,高中及以下,12,65605,,,,华东,,,,,,110.15,12,5.38,保证,流动资金,711,0,0,1,0,0.12,1,2,0
L006962,48,离异,本科,81,79674,,,,华南,,,,,,127.85,12,5.58,抵押,装修,742,0,0,0,2,0.12,3,2,0
L006963,52,已婚,大专,112,48060,5.4,交通运输,小型,华中,3.16,0.51,21.36,11.32,12.82,1193.15,18,6.91,保证,技术改造,884,1,0,0,4,0.17,2,0,0
L006964,27,已婚,本科,46,13244,27.1,制造业,小型,西北,0.63,1.44,-3.94,-65.37,-27.74,954.95,24,24.60,保证,技术改造,539,9,3,4,17,1.04,8,8,266
L006965,22,已婚,高中及以下,77,29614,,,,西南,,,,,,34.97,30,6.89,信用,消费,754,0,0,0,3,0.13,0,1,0
L006966,41,已婚,本科,114,12572,10.2,批发零售,小型,华中,1.45,0.58,11.17,-8.89,6.35,840.03,18,10.93,保证,应收账款融资,619,2,1,1,7,0.22,1,1,20
L006967,30,已婚,本科,125,19828,22.5,批发零售,中型,东北,1.19,0.69,2.59,1.03,2.92,343.63,36,9.90,保证,设备购置,617,1,0,1,7,0.16,7,1,8
L006968,64,已婚,本科,76,62550,29.9,住宿餐饮,小型,华东,2.51,0.30,11.74,20.38,22.55,170.80,24,6.84,抵押,流动资金,700,0,0,1,2,0.06,3,0,0
L006969,33,已婚,本科,57,11402,29.0,房地产,小型,东北,0.55,0.85,-5.88,-28.20,-8.08,617.39,12,10.83,抵押,经营周转,583,6,0,3,17,0.38,9,9,85
L006970,55,已婚,本科,46,16514,17.6,租赁商服,小型,东北,0.70,0.81,-13.52,4.22,-9.65,903.69,48,17.76,抵押,经营周转,593,4,0,4,10,0.58,14,11,87
L006971,38,已婚,本科,119,7237,,,,华南,,,,,,42.79,12,13.87,保证,流动资金,510,3,2,2,9,0.55,7,10,122
L006972,55,离异,高中及以下,87,16530,18.7,制造业,中型,华北,0.73,0.69,-3.51,4.13,-8.65,339.15,6,16.23,保证,技术改造,508,1,0,4,6,0.63,4,6,37
L006973,31,离异,高中及以下,0,40185,,,,华东,,,,,,129.30,36,4.43,信用,流动资金,807,0,0,1,5,0.15,1,0,0
L006974,24,未婚,高中及以下,98,19218,7.9,批发零售,小型,东北,1.59,0.32,19.56,7.60,16.02,1904.73,12,5.91,信用,设备购置,831,0,0,1,2,0.18,1,0,0
L006975,64,未婚,大专,89,78449,5.3,制造业,小型,华北,2.55,0.47,17.47,21.58,20.98,572.20,12,4.39,抵押,经营周转,880,0,0,0,5,0.19,0,0,0
L006976,30,离异,高中及以下,84,16305,,,,华东,,,,,,217.62,3,11.20,信用,装修,686,2,0,0,2,0.33,7,1,10
L006977,54,离异,高中及以下,16,18583,,,,西南,,,,,,158.18,36,6.95,抵押,经营周转,879,0,0,1,1,0.08,3,1,0
L006978,44,已婚,大专,106,26750,,,,西南,,,,,,114.60,6,9.39,抵押,消费,614,1,1,2,6,0.24,5,5,6
L006979,61,已婚,高中及以下,0,9601,18.9,建筑业,中型,西南,3.01,0.38,11.88,13.15,17.71,163.04,3,5.48,信用,经营周转,873,0,0,1,4,0.07,0,1,0
L006980,49,已婚,本科,81,11822,,,,华中,,,,,,177.17,48,4.47,抵押,装修,702,0,0,0,3,0.19,0,2,0
L006981,22,已婚,大专,0,50803,29.7,住宿餐饮,小型,华中,2.38,0.28,16.32,7.98,24.39,368.94,9,7.13,抵押,流动资金,749,0,0,0,1,0.07,2,1,0
L006982,53,已婚,高中及以下,65,30212,,,,华东,,,,,,21.91,30,4.99,抵押,经营周转,739,0,0,1,3,0.18,0,0,0
L006983,47,未婚,本科,145,7188,,,,东北,,,,,,120.55,36,8.45,保证,消费,716,1,1,3,5,0.21,6,1,20
L006984,55,已婚,高中及以下,109,64818,18.4,金融业,中型,西北,2.54,0.36,9.84,17.25,16.96,1809.08,6,3.76,抵押,经营周转,819,0,0,0,3,0.09,3,2,0
L006985,37,离异,大专,123,19381,4.3,批发零售,中型,华北,1.99,0.24,16.26,19.72,17.82,1540.07,30,5.55,信用,流动资金,729,0,0,1,0,0.14,0,2,0
L006986,43,已婚,大专,139,8472,,,,华东,,,,,,107.63,12,4.69,抵押,流动资金,745,0,0,0,3,0.17,0,0,0
L006987,34,未婚,大专,0,40994,13.7,制造业,中型,华南,2.10,0.52,18.40,21.04,19.40,881.58,6,7.38,信用,设备购置,864,0,0,1,4,0.15,0,2,0
L006988,23,已婚,本科,43,29580,17.3,租赁商服,中型,华中,1.70,0.32,11.37,13.64,11.64,287.37,30,6.65,抵押,应收账款融资,851,0,0,0,5,0.06,2,1,0
L006989,43,未婚,大专,49,29648,,,,东北,,,,,,185.93,12,9.61,抵押,装修,688,0,0,3,6,0.38,8,2,13
L006990,40,已婚,本科,92,12074,,,,华东,,,,,,230.76,60,22.66,信用,消费,504,10,1,4,15,0.64,10,19,155
L006991,47,已婚,大专,3,78477,10.0,采矿业,小型,东北,1.60,0.42,9.49,15.34,11.28,1269.12,48,3.92,抵押,技术改造,754,0,0,0,0,0.15,0,0,0
L006992,23,已婚,高中及以下,62,76877,19.4,制造业,中型,华北,1.66,0.45,19.75,14.21,15.94,632.76,12,3.74,信用,经营周转,711,0,0,0,6,0.20,2,0,0
L006993,62,离异,本科,55,4712,1.6,信息技术,小型,华中,0.66,0.97,-44.86,-69.59,-17.34,829.32,6,27.30,抵押,设备购置,526,12,2,5,13,0.66,15,6,210
L006994,45,离异,大专,73,77884,,,,华东,,,,,,46.08,6,4.43,保证,流动资金,772,0,0,1,2,0.10,0,0,0
L006995,59,未婚,本科,18,16820,14.1,制造业,中型,华北,0.75,0.98,-14.20,-1.89,4.96,291.21,30,12.39,信用,流动资金,564,1,0,6,18,0.36,6,11,89
L006996,55,离异,博士,81,69789,4.6,建筑业,小型,华南,3.30,0.33,15.28,24.50,13.54,1145.62,3,4.44,信用,设备购置,792,0,0,0,4,0.14,1,0,0
L006997,58,已婚,本科,0,14881,12.5,批发零售,小型,东北,0.76,1.11,-3.49,-68.33,-29.07,711.65,24,16.79,保证,设备购置,450,8,2,10,28,1.12,28,23,139
L006998,42,未婚,大专,57,60090,,,,西北,,,,,,72.75,12,4.30,保证,消费,701,0,0,0,5,0.07,2,1,0
L006999,22,离异,高中及以下,0,24468,28.6,电力燃气,小型,华北,1.28,0.61,11.58,5.15,1.26,60.01,3,6.65,信用,原材料采购,600,2,0,1,8,0.40,2,0,24
L007000,24,未婚,本科,67,63050,,,,华南,,,,,,37.45,24,7.28,抵押,装修,830,0,0,1,6,0.11,1,1,0
L007001,55,未婚,高中及以下,106,14647,,,,华中,,,,,,110.53,9,8.57,抵押,经营周转,659,0,0,1,6,0.17,5,0,12
L007002,56,未婚,本科,66,6028,,,,华东,,,,,,230.65,3,16.07,保证,流动资金,579,2,1,2,12,0.51,12,6,56
L007003,55,离异,硕士,135,51607,21.5,批发零售,小型,华中,3.16,0.42,17.48,19.03,13.42,659.91,12,4.30,信用,流动资金,848,0,0,1,0,0.11,3,0,0
L007004,55,未婚,硕士,61,9169,,,,华北,,,,,,149.48,9,4.94,保证,经营周转,782,0,0,1,4,0.10,3,2,0
L007005,30,离异,高中及以下,34,60509,,,,华南,,,,,,171.78,48,5.23,信用,消费,829,0,0,0,5,0.19,1,1,0
L007006,44,已婚,大专,59,21329,24.6,教育,小型,华东,1.19,0.54,7.19,1.03,3.36,627.26,30,9.20,信用,经营周转,713,2,1,3,10,0.16,2,0,13
L007007,57,已婚,大专,45,10024,11.9,批发零售,小型,华东,1.53,0.47,6.68,13.59,2.81,279.19,9,7.23,抵押,流动资金,603,1,0,0,12,0.30,2,4,20
L007008,53,已婚,本科,20,13385,12.1,金融业,中型,华南,1.17,0.76,8.20,5.66,0.46,537.59,3,11.40,信用,应收账款融资,634,0,1,0,12,0.27,3,5,27
L007009,52,已婚,高中及以下,58,62340,1.2,制造业,小型,西北,3.14,0.31,14.70,15.67,20.26,1087.87,3,4.42,保证,应收账款融资,815,0,0,1,4,0.08,2,0,0
L007010,49,未婚,硕士,26,46235,21.2,住宿餐饮,小型,华北,3.47,0.42,23.06,8.26,17.44,1362.47,6,6.84,信用,应收账款融资,884,0,0,1,3,0.19,0,2,0
L007011,52,已婚,博士,0,52606,21.4,信息技术,大型,华南,2.99,0.47,11.02,24.88,22.25,399.23,12,3.53,保证,应收账款融资,787,0,0,0,5,0.19,0,2,0
L007012,52,未婚,高中及以下,71,8796,,,,西北,,,,,,129.24,48,17.76,保证,经营周转,538,2,0,4,6,0.58,12,3,37
L007013,23,已婚,高中及以下,45,38674,29.2,批发零售,小型,华东,2.88,0.48,20.94,10.20,14.76,462.83,24,4.54,信用,流动资金,848,0,0,1,5,0.06,3,0,0
L007014,40,未婚,本科,96,7786,13.2,住宿餐饮,小型,西南,1.18,0.67,0.05,-4.72,6.71,974.60,36,11.43,信用,应收账款融资,709,1,0,3,9,0.23,4,2,7
L007015,40,已婚,高中及以下,139,33604,28.6,住宿餐饮,大型,东北,3.13,0.30,17.59,21.89,24.26,1290.72,12,5.39,保证,经营周转,803,0,0,1,6,0.16,2,2,0
L007016,60,已婚,高中及以下,113,67987,,,,西南,,,,,,93.41,48,6.56,保证,流动资金,843,0,0,1,1,0.19,1,1,0
L007017,61,已婚,博士,0,20671,11.3,电力燃气,中型,华中,1.98,0.41,19.64,11.93,11.74,1847.72,12,4.75,保证,原材料采购,840,0,0,1,1,0.13,0,1,0
L007018,32,离异,本科,57,21734,,,,华东,,,,,,40.96,60,6.36,保证,装修,857,0,0,0,6,0.19,3,1,0
L007019,37,已婚,高中及以下,28,7965,,,,西南,,,,,,141.91,24,27.02,保证,消费,441,7,3,4,17,0.73,20,7,205
L007020,40,已婚,大专,43,14582,,,,东北,,,,,,148.12,3,9.44,保证,流动资金,715,1,0,0,2,0.25,7,2,26
L007021,56,已婚,本科,0,29672,,,,华北,,,,,,114.73,24,7.48,抵押,装修,709,0,0,1,5,0.05,0,0,0
L007022,40,已婚,本科,29,20661,21.1,制造业,小型,华东,2.63,0.40,24.82,25.52,9.86,1606.51,24,5.21,抵押,流动资金,700,0,0,0,1,0.17,3,0,0
L007023,55,丧偶,高中及以下,101,38435,,,,华东,,,,,,100.95,24,6.73,保证,经营周转,889,0,0,0,0,0.11,2,2,1
L007024,57,已婚,高中及以下,120,18613,20.5,批发零售,小型,东北,1.52,0.67,2.91,4.39,3.35,347.97,6,9.00,信用,应收账款融资,641,2,0,2,4,0.29,2,1,26
L007025,53,未婚,硕士,40,7564,17.1,制造业,大型,华南,1.09,0.76,8.06,2.51,4.29,62.59,30,9.67,保证,流动资金,667,1,0,3,11,0.26,5,1,50
L007026,60,已婚,高中及以下,0,46726,,,,华中,,,,,,139.37,36,4.64,信用,经营周转,761,0,0,1,0,0.18,3,0,0
L007027,25,未婚,本科,25,62389,,,,华北,,,,,,57.20,18,5.35,抵押,经营周转,870,0,0,0,3,0.20,2,0,0
L007028,23,已婚,大专,13,18138,29.5,教育,小型,华北,1.75,0.43,24.68,20.83,18.86,1881.88,6,7.02,信用,技术改造,860,0,0,0,4,0.18,1,2,0
L007029,59,丧偶,大专,47,36873,,,,西北,,,,,,126.51,24,4.69,抵押,流动资金,768,1,0,1,2,0.18,2,1,0
L007030,59,已婚,大专,82,52578,17.1,批发零售,小型,华南,1.99,0.44,8.95,6.99,16.95,125.85,24,3.95,保证,设备购置,853,0,0,1,0,0.11,0,0,0
L007031,25,未婚,本科,125,7723,10.8,批发零售,大型,华中,1.54,0.64,11.73,-8.58,2.48,626.31,48,7.68,抵押,经营周转,654,1,0,3,10,0.16,2,0,6
L007032,32,未婚,高中及以下,100,27976,,,,西南,,,,,,123.48,36,10.20,信用,装修,633,1,0,1,12,0.35,3,4,0
L007033,41,已婚,高中及以下,0,11928,29.8,制造业,中型,华东,0.97,0.88,0.64,-27.39,1.29,146.90,36,15.06,信用,设备购置,572,3,0,2,5,0.68,13,2,57
L007034,26,已婚,大专,51,16221,4.8,信息技术,大型,华东,1.83,0.52,22.34,10.35,19.09,999.82,36,5.30,保证,原材料采购,876,0,0,1,2,0.12,1,1,0
L007035,38,离异,高中及以下,98,6061,22.2,居民服务,小型,西北,1.36,0.77,3.23,-3.88,0.73,758.79,36,6.68,保证,应收账款融资,603,1,0,2,12,0.28,3,3,26
L007036,34,离异,大专,58,8018,,,,东北,,,,,,182.61,3,6.20,抵押,流动资金,845,1,0,0,2,0.11,3,0,0
L007037,29,未婚,高中及以下,51,13996,,,,西南,,,,,,260.13,36,27.01,保证,装修,528,10,3,6,20,0.87,17,20,269
L007038,37,已婚,大专,71,47363,14.9,批发零售,小型,西北,2.63,0.39,9.87,24.47,18.46,925.46,36,4.14,信用,技术改造,892,1,0,0,4,0.12,2,2,0
L007039,51,已婚,大专,100,40373,29.0,信息技术,小型,华北,2.66,0.30,10.42,9.10,21.46,1711.64,24,7.35,抵押,经营周转,756,0,0,0,0,0.07,0,0,0
L007040,63,已婚,本科,0,15637,29.1,交通运输,中型,华南,1.05,0.86,-14.35,-7.77,1.55,263.70,48,14.52,信用,应收账款融资,598,1,2,4,9,0.56,12,5,87
L007041,53,未婚,高中及以下,2,61648,,,,华东,,,,,,132.47,24,5.50,信用,流动资金,843,0,0,0,2,0.13,0,2,0
L007042,28,离异,大专,43,65065,13.8,信息技术,中型,华北,3.13,0.44,17.54,27.21,14.31,1346.13,18,6.44,抵押,设备购置,888,0,0,0,0,0.06,3,1,0
L007043,22,丧偶,大专,14,8591,,,,华南,,,,,,196.15,36,16.95,信用,装修,550,6,0,1,13,0.57,12,8,144
L007044,28,未婚,本科,32,14081,9.2,批发零售,中型,东北,0.63,0.87,-5.37,-27.13,-7.06,567.33,30,13.32,保证,经营周转,553,2,1,1,16,0.44,12,6,48
L007045,64,已婚,本科,0,10251,,,,东北,,,,,,206.97,6,25.69,信用,经营周转,467,5,2,7,19,0.84,9,13,77
L007046,35,已婚,本科,91,53794,,,,东北,,,,,,23.80,36,6.79,信用,流动资金,894,0,0,0,4,0.16,0,0,0
L007047,46,未婚,本科,98,6311,24.2,制造业,大型,华东,1.48,0.56,4.18,11.20,4.49,445.37,18,11.73,保证,经营周转,641,2,0,1,11,0.21,3,1,30
L007048,51,已婚,高中及以下,76,15002,5.1,批发零售,中型,西南,0.76,0.95,-8.73,-23.36,0.93,559.92,9,12.75,抵押,应收账款融资,564,2,1,4,13,0.37,12,9,80
L007049,56,离异,大专,125,29102,,,,华东,,,,,,154.89,6,6.82,保证,流动资金,617,0,0,3,4,0.20,4,5,22
L007050,31,未婚,高中及以下,72,45287,,,,华东,,,,,,127.04,48,3.93,信用,消费,764,0,0,1,3,0.16,1,0,0
L007051,35,已婚,大专,52,71310,,,,华北,,,,,,116.27,12,5.31,保证,消费,846,0,0,0,1,0.12,1,1,0
L007052,56,未婚,本科,88,45220,18.9,科学研究,中型,华中,2.67,0.31,16.48,7.99,17.17,336.65,18,6.50,保证,经营周转,793,0,0,0,0,0.06,2,0,0
L007053,24,已婚,本科,41,48831,,,,西南,,,,,,70.46,6,6.00,信用,装修,796,0,0,1,6,0.17,2,1,0
L007054,61,已婚,本科,65,5320,2.9,制造业,小型,华东,0.31,1.48,-5.02,-43.52,-3.17,1287.37,30,21.17,保证,技术改造,467,3,2,8,18,0.94,26,12,228
L007055,52,离异,大专,145,22933,25.1,制造业,中型,西北,3.13,0.39,17.63,9.28,19.66,1364.17,3,3.90,保证,技术改造,845,0,0,0,0,0.13,1,1,0
L007056,49,已婚,高中及以下,166,46030,16.4,批发零售,小型,华南,2.14,0.24,9.11,16.90,11.26,443.30,12,7.16,信用,设备购置,712,0,0,0,0,0.16,0,0,0
L007057,40,离异,高中及以下,110,17370,23.1,居民服务,大型,华中,0.93,0.68,-0.58,-21.73,-1.36,504.59,30,10.41,信用,流动资金,559,6,0,6,5,0.36,11,5,55
L007058,58,离异,高中及以下,60,34113,24.7,信息技术,中型,华中,2.46,0.21,17.78,21.12,11.87,1174.18,9,5.03,抵押,原材料采购,769,0,0,0,6,0.08,0,2,0
L007059,53,已婚,大专,66,16367,1.2,制造业,小型,华北,1.56,0.32,23.22,22.26,17.78,1774.86,24,5.69,抵押,经营周转,752,0,0,0,6,0.18,3,2,7
L007060,40,离异,大专,79,4081,,,,西南,,,,,,25.67,9,23.47,抵押,消费,510,4,3,2,11,0.73,29,7,245
L007061,47,未婚,高中及以下,48,12192,,,,华东,,,,,,246.95,48,14.67,保证,消费,538,5,2,5,13,0.40,11,5,79
L007062,53,未婚,大专,13,79449,,,,华北,,,,,,95.06,48,7.01,信用,流动资金,717,0,0,1,5,0.12,2,0,0
L007063,50,未婚,大专,23,4476,20.3,建筑业,小型,华东,0.74,0.81,-12.19,-13.07,-1.30,471.20,12,15.51,保证,应收账款融资,593,6,2,2,8,0.55,15,8,39
L007064,40,未婚,大专,32,46023,,,,华东,,,,,,23.65,36,4.88,保证,消费,793,0,0,1,1,0.15,2,0,0
L007065,50,未婚,高中及以下,17,13582,,,,华东,,,,,,57.24,36,5.16,抵押,消费,709,0,0,1,1,0.12,1,2,0
L007066,50,已婚,大专,71,10716,,,,东北,,,,,,41.28,12,6.64,保证,经营周转,627,2,1,2,10,0.24,8,0,12
L007067,27,未婚,本科,30,78183,,,,华中,,,,,,66.60,12,5.69,信用,消费,810,0,0,1,1,0.17,3,1,0
L007068,45,离异,大专,109,46795,13.3,电力燃气,小型,西南,2.27,0.26,21.60,22.44,12.86,141.07,36,3.54,抵押,经营周转,856,0,0,0,0,0.16,1,2,0
L007069,63,已婚,高中及以下,40,77001,12.8,制造业,小型,华南,2.85,0.40,19.66,5.96,24.68,1094.70,6,6.27,保证,技术改造,811,0,0,0,5,0.12,2,1,0
L007070,30,已婚,大专,59,15381,12.2,制造业,中型,西北,0.71,0.77,-8.28,-0.13,-2.71,281.96,12,15.72,信用,技术改造,533,4,2,6,13,0.36,5,12,86
L007071,33,已婚,硕士,144,65708,28.0,批发零售,小型,华中,1.82,0.26,14.30,15.60,10.97,1034.41,48,5.69,抵押,技术改造,860,0,0,0,3,0.14,3,2,0
L007072,46,离异,大专,173,31344,18.0,金融业,中型,华北,2.12,0.25,24.39,9.93,13.19,758.92,18,5.40,抵押,经营周转,845,0,0,1,2,0.13,3,1,0
L007073,22,已婚,大专,80,52452,18.2,房地产,小型,华北,1.98,0.22,9.46,19.71,9.29,1139.81,3,4.96,保证,原材料采购,883,0,0,0,0,0.16,1,1,0
L007074,57,未婚,大专,61,22616,23.1,制造业,小型,西南,1.49,0.77,4.06,-8.00,4.53,233.53,9,10.08,保证,原材料采购,693,1,0,1,9,0.18,8,2,14
L007075,49,未婚,本科,91,6971,,,,华南,,,,,,292.07,36,16.43,抵押,消费,532,4,2,6,10,1.15,20,13,134
L007076,59,已婚,高中及以下,17,60924,5.1,信息技术,小型,华南,3.48,0.37,17.25,8.46,15.07,922.94,6,6.25,保证,应收账款融资,724,0,0,1,4,0.06,3,1,0
L007077,48,离异,大专,120,26196,29.0,交通运输,小型,西南,1.07,0.56,2.00,-5.45,4.99,114.04,9,11.45,信用,经营周转,667,2,0,2,8,0.26,7,4,17
L007078,35,丧偶,大专,8,65654,,,,华东,,,,,,181.55,18,4.46,信用,消费,815,0,0,1,0,0.12,0,0,0
L007079,24,未婚,本科,0,35143,18.7,建筑业,小型,西北,2.78,0.27,24.94,24.21,19.16,235.40,36,5.20,信用,原材料采购,736,0,0,0,3,0.11,1,0,0
L007080,32,未婚,大专,90,12470,27.7,信息技术,中型,华东,0.79,0.73,-2.09,-14.32,4.24,92.11,30,12.11,抵押,设备购置,540,2,1,5,14,0.42,15,10,53
L007081,36,已婚,高中及以下,20,57192,8.7,建筑业,小型,西南,1.71,0.49,14.88,25.91,13.69,993.45,30,6.91,抵押,技术改造,763,0,0,1,6,0.09,2,2,0
L007082,59,离异,大专,16,8916,,,,西北,,,,,,92.69,9,18.10,保证,消费,492,8,1,5,14,0.98,23,22,126
L007083,30,已婚,高中及以下,34,53474,,,,华中,,,,,,142.88,36,7.17,抵押,消费,877,0,0,0,2,0.05,2,2,0
L007084,62,已婚,本科,184,14302,26.8,住宿餐饮,小型,东北,1.55,0.27,16.15,8.53,16.06,411.39,3,5.65,抵押,技术改造,799,0,0,1,5,0.16,2,2,0
